ListSize,countSort_Ops,countSort_Time,heapSort_Ops,heapSort_Time,mapSort_Ops,mapSort_Time
38133,152517,0.000205,1329912,0.006104,7779133,0.007017
72273,289056,0.000284,2686722,0.012814,14743693,0.013444
89208,356811,0.000273,3385939,0.015467,18198433,0.015591
88662,354618,0.000270,3361592,0.015542,18087049,0.016265
46408,185611,0.000195,1651492,0.007025,9467233,0.007704
13809,55230,0.000108,431252,0.002152,2817037,0.002318
97529,390095,0.000346,3733927,0.017659,19895917,0.017371
17179,68713,0.000121,549729,0.002360,3504517,0.003183
32853,131406,0.000169,1129380,0.005267,6702013,0.006047
93973,375859,0.000282,3584909,0.016875,19170493,0.017692
93899,375554,0.000287,3581681,0.016257,19155397,0.017808
88025,352067,0.000302,3335886,0.014654,17957101,0.017977
53234,212906,0.000210,1921407,0.008795,10859737,0.009938
28919,115667,0.000156,980544,0.004450,5899477,0.005341
59174,236693,0.000220,2157954,0.009559,12071497,0.010874
91834,367291,0.000312,3495674,0.015885,18734137,0.017557
4939,19756,0.000055,135805,0.000596,1007557,0.000911
88250,352961,0.000275,3345655,0.015093,18003001,0.017041
19565,78254,0.000128,635512,0.002944,3991261,0.003561
28856,115421,0.000156,977553,0.004528,5886625,0.005194
49760,199019,0.000204,1784513,0.007881,10151041,0.008064
36164,144650,0.000189,1254680,0.005868,7377457,0.007030
72404,289586,0.000264,2693550,0.012677,14770417,0.013272
13133,52529,0.000105,407727,0.001767,2679133,0.002491
46281,185103,0.000203,1647056,0.007633,9441325,0.007469
64633,258508,0.000235,2378319,0.011025,13185133,0.012192
90450,361764,0.000297,3437696,0.016313,18451801,0.018053
69408,277614,0.000226,2571113,0.011397,14159233,0.012490
97743,390933,0.000291,3744019,0.016974,19939573,0.020213
87951,351765,0.000278,3332599,0.015003,17942005,0.016175
20142,80562,0.000133,656371,0.002892,4108969,0.003352
2036,8144,0.000031,49524,0.000216,415345,0.000379
46990,187948,0.000227,1675513,0.007383,9585961,0.008806
2420,9680,0.000028,60338,0.000246,493681,0.000377
47940,191736,0.000195,1712114,0.007799,9779761,0.008012
36141,144549,0.000187,1253715,0.005966,7372765,0.006778
53873,215483,0.000211,1947003,0.009446,10990093,0.009791
86514,346008,0.000296,3272702,0.015382,17648857,0.015597
78972,315870,0.000284,2961407,0.014348,16110289,0.014602
65062,260227,0.000233,2395423,0.011307,13272649,0.012141
46857,187410,0.000190,1670422,0.007905,9558829,0.007483
93917,375638,0.000277,3582095,0.016050,19159069,0.017660
9441,37761,0.000086,281821,0.001413,1925965,0.001819
76553,306185,0.000263,2861562,0.012942,15616813,0.013049
25573,102277,0.000144,855557,0.004128,5216893,0.004238
28370,113468,0.000173,959990,0.004705,5787481,0.005348
64955,259799,0.000227,2391296,0.011449,13250821,0.012059
68508,274014,0.000273,2533926,0.012210,13975633,0.012375
49360,197422,0.000213,1769277,0.008550,10069441,0.009181
95160,380607,0.000325,3634501,0.017490,19412641,0.018161
91165,364642,0.000296,3466542,0.016061,18597661,0.017646
24249,96978,0.000149,806474,0.004016,4946797,0.004573
15287,61136,0.000128,483048,0.002307,3118549,0.002868
3311,13241,0.000039,86193,0.000440,675445,0.000628
93633,374502,0.000280,3570692,0.015988,19101133,0.016655
70463,281840,0.000233,2613911,0.012490,14374453,0.012638
59446,237751,0.000212,2168489,0.010143,12126985,0.010543
17332,69328,0.000127,555221,0.002564,3535729,0.003209
20984,83933,0.000137,687428,0.003229,4280737,0.003941
8836,35341,0.000093,261525,0.001288,1802545,0.001663
32113,128449,0.000173,1101049,0.005454,6551053,0.005932
62695,250768,0.000226,2299091,0.010694,12789781,0.011158
21334,85333,0.000137,699208,0.003602,4352137,0.003677
61313,245237,0.000257,2243407,0.010797,12507853,0.010206
98009,392021,0.000356,3754418,0.017479,19993837,0.019375
71206,284797,0.000258,2643986,0.012090,14526025,0.012985
43469,173858,0.000196,1536659,0.007434,8867677,0.007804
44051,176189,0.000202,1560184,0.007119,8986405,0.008185
70090,280327,0.000220,2598018,0.011960,14298361,0.012643
82666,330634,0.000276,3115412,0.014582,16863865,0.014889
42249,168987,0.000198,1489881,0.006856,8618797,0.007935
72367,289444,0.000281,2691431,0.013020,14762869,0.013849
66125,264476,0.000242,2437510,0.011466,13489501,0.011775
37679,150698,0.000188,1311564,0.006099,7686517,0.006955
99223,396850,0.000355,3806393,0.017706,20241493,0.018846
41875,167485,0.000190,1474472,0.006907,8542501,0.007788
12459,49836,0.000104,384179,0.001765,2541637,0.002289
29436,117738,0.000192,999193,0.004800,6004945,0.005462
66476,265868,0.000221,2451413,0.011566,13561105,0.012254
79033,316114,0.000279,2964769,0.013586,16122733,0.014197
80673,322671,0.000268,3032674,0.014040,16457293,0.013541
64189,256732,0.000261,2360270,0.010469,13094557,0.012002
46220,184862,0.000195,1645086,0.007352,9428881,0.008806
88498,353962,0.000286,3356061,0.016260,18053593,0.017326
28422,113667,0.000153,960901,0.004526,5798089,0.004781
57153,228582,0.000201,2077155,0.010019,11659213,0.010533
43491,173946,0.000232,1537240,0.007182,8872165,0.007933
77383,309514,0.000243,2896099,0.013012,15786133,0.013289
44579,178301,0.000194,1580496,0.006997,9094117,0.008499
59005,235996,0.000226,2151580,0.010015,12037021,0.010842
96699,386745,0.000303,3699687,0.017100,19726597,0.017402
87495,349938,0.000300,3314478,0.015400,17848981,0.016971
50381,201512,0.000215,1808470,0.008733,10277725,0.009301
13606,54424,0.000117,423777,0.001983,2775625,0.002628
69202,276781,0.000288,2562037,0.011536,14117209,0.013914
65786,263126,0.000226,2424522,0.011669,13420345,0.011608
10859,43436,0.000101,329692,0.001560,2215237,0.002012
88374,353448,0.000301,3350495,0.015550,18028297,0.017813
3852,15408,0.000045,102526,0.000446,785809,0.000710
39396,157560,0.000175,1378585,0.006319,8036785,0.006490
3625,14500,0.000044,95686,0.000483,739501,0.000679
92390,369542,0.000285,3517872,0.016560,18847561,0.018185
69748,278968,0.000215,2584723,0.011603,14228593,0.012496
14535,58137,0.000118,456568,0.002195,2965141,0.002732
66330,265308,0.000226,2446932,0.011236,13531321,0.012503
84972,339867,0.000264,3209755,0.015187,17334289,0.015968
6127,24508,0.000065,173259,0.000728,1249909,0.001033
73536,294114,0.000239,2739309,0.012792,15001345,0.012514
48553,194209,0.000199,1737024,0.008165,9904813,0.009087
83876,335489,0.000251,3164279,0.014640,17110705,0.017531
68212,272827,0.000245,2522225,0.012021,13915249,0.012524
50729,202901,0.000187,1822705,0.008385,10348717,0.009599
96874,387466,0.000285,3706327,0.017318,19762297,0.017724
39503,157997,0.000286,1383492,0.006633,8058613,0.007456
44968,179848,0.000226,1595841,0.007468,9173473,0.008247
34901,139595,0.000187,1206535,0.005904,7119805,0.006459
49623,198477,0.000207,1779729,0.008503,10123093,0.009277
76238,304928,0.000271,2849322,0.013134,15552553,0.013922
7739,30956,0.000081,225338,0.000959,1578757,0.001486
44576,178277,0.000198,1580131,0.007508,9093505,0.008326
13022,52082,0.000113,403893,0.001818,2656489,0.002471
98228,392888,0.000298,3765067,0.017383,20038513,0.019906
9438,37749,0.000092,281562,0.001119,1925353,0.001542
93797,375149,0.000273,3577024,0.016449,19134589,0.019257
73010,292019,0.000252,2717770,0.012824,14894041,0.013300
52568,210239,0.000219,1894593,0.008689,10723873,0.009794
41917,167650,0.000193,1475894,0.006869,8551069,0.007635
22031,88112,0.000136,725105,0.003337,4494325,0.004000
67154,268583,0.000230,2478808,0.011763,13699417,0.013699
69368,277448,0.000246,2568706,0.012156,14151073,0.012522
19504,78013,0.000118,633212,0.003027,3978817,0.003634
4970,19880,0.000057,136645,0.000694,1013881,0.000949
62050,248170,0.000226,2273461,0.009983,12658201,0.010091
18240,72954,0.000136,587510,0.002845,3720961,0.003361
55953,223803,0.000214,2028891,0.009763,11414413,0.009201
14065,56254,0.000120,439867,0.001938,2869261,0.002617
75266,301037,0.000258,2809719,0.013039,15354265,0.014198
34590,138351,0.000178,1194229,0.005645,7056361,0.006490
22893,91569,0.000181,756581,0.003032,4670173,0.004132
82566,330225,0.000274,3111360,0.014716,16843465,0.013905
92560,370210,0.000275,3525086,0.016441,18882241,0.016598
9656,38618,0.000098,288647,0.001251,1969825,0.001816
7143,28572,0.000085,205874,0.001020,1457173,0.001347
34895,139571,0.000191,1205957,0.005525,7118581,0.006127
24789,99132,0.000152,826930,0.004000,5056957,0.004678
35607,142407,0.000187,1232426,0.005894,7263829,0.005855
74795,299162,0.000237,2790381,0.012879,15258181,0.013351
15320,61274,0.000130,484096,0.002179,3125281,0.002489
73032,292113,0.000214,2718234,0.012537,14898529,0.012401
37687,150739,0.000197,1312756,0.006456,7688149,0.006146
72023,288071,0.000235,2676742,0.012104,14692693,0.013324
85669,342646,0.000294,3237932,0.015444,17476477,0.015744
13779,55113,0.000107,429783,0.002030,2810917,0.002359
22595,90374,0.000142,745749,0.003607,4609381,0.004235
50070,200271,0.000220,1797141,0.008355,10214281,0.008322
55755,222993,0.000200,2021287,0.009271,11374021,0.009987
35134,140533,0.000169,1214443,0.006168,7167337,0.005703
93049,372178,0.000291,3545304,0.015919,18981997,0.017523
24277,97099,0.000136,808212,0.003952,4952509,0.003991
9392,37565,0.000103,280140,0.001388,1915969,0.001755
51383,205508,0.000216,1847676,0.008862,10482133,0.009422
62304,249195,0.000217,2284900,0.010538,12710017,0.010275
50120,200474,0.000212,1798961,0.008648,10224481,0.008944
65747,262973,0.000221,2423333,0.011314,13412389,0.010812
97980,391872,0.000314,3753787,0.017090,19987921,0.017506
89827,359290,0.000277,3412624,0.015753,18324709,0.017420
62228,248891,0.000234,2280626,0.010119,12694513,0.011587
58192,232753,0.000201,2118330,0.010238,11871169,0.009673
54299,217178,0.000209,1963073,0.009574,11076997,0.009930
43007,172013,0.000216,1519086,0.007024,8773429,0.007743
57710,230822,0.000227,2098985,0.010224,11772841,0.010685
77577,310278,0.000248,2904686,0.013707,15825709,0.014323
49173,196677,0.000187,1762041,0.008364,10031293,0.008123
23111,92432,0.000141,764336,0.003748,4714645,0.003816
98303,393170,0.000301,3768100,0.018112,20053813,0.019863
21442,85756,0.000187,703125,0.003380,4374169,0.003993
47643,190557,0.000191,1701230,0.007975,9719173,0.008406
12582,50319,0.000103,389100,0.001531,2566729,0.002306
82926,331671,0.000285,3125907,0.014641,16916905,0.015400
28023,112086,0.000187,946079,0.004442,5716693,0.005299
45975,183888,0.000185,1635492,0.007614,9378901,0.008567
60432,241722,0.000212,2208586,0.010570,12328129,0.009503
81291,325137,0.000385,3057784,0.014978,16583365,0.013549
45640,182545,0.000208,1621353,0.007273,9310561,0.008403
77861,311411,0.000249,2916487,0.012935,15883645,0.014078
38049,152172,0.000215,1326030,0.006396,7761997,0.007200
2215,8860,0.000036,54739,0.000256,451861,0.000371
14345,57374,0.000116,449906,0.002279,2926381,0.002860
51233,204911,0.000203,1841751,0.008591,10451533,0.009360
3332,13328,0.000059,87002,0.000499,679729,0.000628
8762,35042,0.000090,259345,0.001247,1787449,0.001437
16378,65506,0.000138,521723,0.002471,3341113,0.002646
55301,221180,0.000202,2003554,0.009187,11281405,0.010088
30601,122386,0.000161,1043184,0.004736,6242605,0.005627
93918,375636,0.000299,3581356,0.016777,19159273,0.018147
55009,220018,0.000225,1991716,0.009074,11221837,0.009954
23005,92017,0.000147,760570,0.003703,4693021,0.004318
72039,288132,0.000252,2677165,0.012766,14695957,0.013415
89018,356024,0.000276,3378083,0.015468,18159673,0.017362
9383,37532,0.000097,279660,0.001338,1914133,0.001769
97294,389137,0.000294,3723898,0.017289,19847977,0.018821
13065,52251,0.000118,405524,0.001872,2665261,0.002445
84047,336167,0.000269,3170736,0.014869,17145589,0.016820
39422,157673,0.000176,1379302,0.006514,8042089,0.007100
59323,237274,0.000211,2164578,0.009602,12101893,0.009697
69673,278674,0.000226,2582474,0.012218,14213293,0.013219
71575,286273,0.000246,2658948,0.011888,14601301,0.011852
10629,42513,0.000094,322078,0.001462,2168317,0.001784
1705,6820,0.000024,40538,0.000201,347821,0.000323
95665,382630,0.000326,3655562,0.017096,19515661,0.017356
68545,274162,0.000239,2536340,0.012580,13983181,0.011836
54211,216835,0.000205,1960079,0.008820,11059045,0.009661
79596,318363,0.000260,2987296,0.013944,16237585,0.013944
73330,293287,0.000239,2731135,0.012545,14959321,0.013428
5512,22048,0.000064,154056,0.000777,1124449,0.001066
33946,135772,0.000178,1169342,0.005704,6924985,0.005739
34953,139812,0.000207,1208448,0.005680,7130413,0.006386
26958,107823,0.000146,906076,0.004376,5499433,0.004335
33379,133501,0.000163,1148872,0.005468,6809317,0.006160
47895,191568,0.000177,1710668,0.008307,9770581,0.007912
63394,253549,0.000230,2328567,0.010764,12932377,0.011497
28211,112841,0.000173,953104,0.004794,5755045,0.005430
20170,80680,0.000123,657661,0.002732,4114681,0.003238
2680,10720,0.000034,67690,0.000352,546721,0.000454
56459,225821,0.000289,2049224,0.009935,11517637,0.010414
91300,365164,0.000266,3472162,0.016321,18625201,0.017072
60604,242398,0.000223,2214935,0.010293,12363217,0.011281
87983,351890,0.000278,3334262,0.015752,17948533,0.016220
46524,186072,0.000202,1657077,0.007915,9490897,0.008629
41702,166799,0.000193,1468456,0.007304,8507209,0.007838
94964,379820,0.000299,3626481,0.017539,19372657,0.018319
36060,144234,0.000179,1250296,0.005808,7356241,0.006736
54454,217804,0.000213,1969557,0.009035,11108617,0.009999
9275,37097,0.000095,276071,0.001367,1892101,0.001745
40828,163294,0.000196,1435091,0.006789,8328913,0.007681
39836,159332,0.000178,1396378,0.005678,8126545,0.006401
19088,76349,0.000144,617946,0.003046,3893953,0.003599
23679,94713,0.000138,785039,0.003496,4830517,0.004374
13676,54704,0.000123,426449,0.001981,2789905,0.002619
13221,52881,0.000107,410884,0.002106,2697085,0.002491
21111,84438,0.000137,691900,0.003290,4306645,0.003974
56835,227334,0.000212,2064477,0.010017,11594341,0.010239
40079,160307,0.000194,1405480,0.006354,8176117,0.006693
12944,51776,0.000107,401579,0.002009,2640577,0.002170
99307,397204,0.000306,3808966,0.017704,20258629,0.017720
6532,26128,0.000070,186376,0.000892,1332529,0.001224
20676,82701,0.000128,675864,0.003236,4217905,0.003825
67259,269015,0.000319,2483832,0.012435,13720837,0.012123
22302,89196,0.000144,734919,0.003550,4549609,0.004198
35358,141420,0.000172,1223572,0.005852,7213033,0.006482
92313,369237,0.000289,3514469,0.016791,18831853,0.016858
8042,32168,0.000102,235493,0.001232,1640569,0.001586
80338,321331,0.000278,3017819,0.014402,16388953,0.014679
19537,78142,0.000143,634644,0.002982,3985549,0.003760
50761,203032,0.000208,1823503,0.008430,10355245,0.009336
7307,29228,0.000080,211508,0.000891,1490629,0.001370
13085,52337,0.000105,406263,0.001926,2669341,0.002475
76706,306800,0.000271,2868194,0.013720,15648025,0.014082
8535,34140,0.000092,251331,0.001236,1741141,0.001435
49911,199629,0.000200,1790233,0.007998,10181845,0.009040
44039,176135,0.000192,1559603,0.007565,8983957,0.008362
71954,287789,0.000232,2673892,0.012499,14678617,0.012105
19334,77333,0.000140,627378,0.002849,3944137,0.003594
91654,366589,0.000313,3488857,0.016139,18697417,0.017199
15990,63957,0.000123,507409,0.002494,3261961,0.003023
21155,84611,0.000131,692699,0.003302,4315621,0.003483
79162,316612,0.000238,2969083,0.014269,16149049,0.013324
52535,210116,0.000190,1893535,0.008807,10717141,0.009642
29632,118513,0.000169,1006508,0.004571,6044929,0.005538
91627,366490,0.000296,3486006,0.016728,18691909,0.017685
97473,389850,0.000299,3733204,0.017580,19884493,0.018160
58799,235172,0.000204,2143393,0.009742,11994997,0.012967
83431,333697,0.000278,3146448,0.014773,17019925,0.015535
65017,260056,0.000218,2393907,0.011370,13263469,0.011821
96605,386363,0.000364,3695278,0.016693,19707421,0.018137
61458,245811,0.000229,2249630,0.010021,12537433,0.011299
67627,270478,0.000217,2497948,0.011207,13795909,0.011235
75864,303429,0.000257,2833326,0.013524,15476257,0.013550
24987,99945,0.000157,833914,0.003769,5097349,0.004717
60913,243643,0.000240,2227195,0.010778,12426253,0.010975
91114,364438,0.000285,3466037,0.015843,18587257,0.017985
15164,60650,0.000112,478409,0.002224,3093457,0.002838
100000,399970,0.000359,3838144,0.017369,20400001,0.019411
57519,230055,0.000258,2091979,0.010139,11733877,0.010829
92847,371361,0.000304,3537934,0.017213,18940789,0.017658
19196,76772,0.000129,621869,0.002680,3915985,0.003160
56188,224731,0.000201,2038003,0.009537,11462353,0.010449
74316,297234,0.000300,2770191,0.013155,15160465,0.012537
41321,165278,0.000225,1453631,0.006904,8429485,0.007667
95579,382277,0.000300,3652230,0.017565,19498117,0.018588
46575,186279,0.000195,1658428,0.007848,9501301,0.008749
12619,50467,0.000106,389786,0.001815,2574277,0.002365
32380,129502,0.000174,1110741,0.005276,6605521,0.005380
42744,170967,0.000189,1508126,0.007185,8719777,0.007980
13145,52574,0.000114,407933,0.001827,2681581,0.002298
58660,234634,0.000206,2136961,0.009876,11966641,0.009662
34835,139325,0.000171,1203399,0.005240,7106341,0.006156
90715,362830,0.000277,3448746,0.015879,18505861,0.018637
92844,371334,0.000282,3537705,0.016266,18940177,0.017837
81078,324288,0.000268,3049188,0.014396,16539913,0.014599
20325,81288,0.000128,663330,0.003166,4146301,0.003319
69470,277859,0.000253,2572228,0.012283,14171881,0.012650
26607,106410,0.000158,894281,0.004416,5427829,0.005131
42049,168193,0.000187,1482063,0.006591,8577997,0.007630
55928,223688,0.000216,2028259,0.009084,11409313,0.009794
39400,157591,0.000183,1379478,0.006311,8037601,0.007101
81795,327141,0.000232,3079365,0.014016,16686181,0.014395
43836,175338,0.000192,1551733,0.007281,8942545,0.007579
45558,182223,0.000204,1618754,0.007634,9293833,0.008486
68685,274725,0.000216,2541514,0.010834,14011741,0.012675
65985,263892,0.000311,2432617,0.012027,13460941,0.011789
26561,106241,0.000161,892055,0.004337,5418445,0.004910
25865,103451,0.000146,866830,0.003882,5276461,0.004756
65649,262554,0.000208,2420098,0.011389,13392397,0.012515
68932,275707,0.000253,2551726,0.011995,14062129,0.012826
52773,211083,0.000225,1902255,0.008730,10765693,0.009682
75269,301046,0.000251,2810820,0.013026,15354877,0.014010
72656,290606,0.000241,2702992,0.012935,14821825,0.012339
80268,321045,0.000329,3016106,0.014269,16374673,0.014122
33745,134971,0.000170,1161987,0.005685,6883981,0.006246
69411,277602,0.000281,2571426,0.012387,14159845,0.011642
55971,223863,0.000212,2029205,0.009482,11418085,0.010249
28970,115874,0.000191,982240,0.004470,5909881,0.005448
38764,155047,0.000194,1353502,0.006560,7907857,0.007023
33189,132747,0.000178,1141115,0.005398,6770557,0.006170
40281,161106,0.000195,1413206,0.006697,8217325,0.006413
13296,53181,0.000114,413494,0.002002,2712385,0.002568
90430,361693,0.000278,3436805,0.015310,18447721,0.017661
74379,297489,0.000259,2772843,0.012962,15173317,0.013182
85170,340659,0.000247,3217809,0.014853,17374681,0.016316
61741,246943,0.000244,2261858,0.010660,12595165,0.011345
17649,70593,0.000124,566319,0.002698,3600397,0.003052
71170,284662,0.000252,2641565,0.012611,14518681,0.013474
30055,120211,0.000162,1023055,0.004826,6131221,0.004959
6029,24116,0.000071,170244,0.000803,1229917,0.001162